Scenario,Model,Accuracy,Precision,Recall,F1,ROC_AUC,PR_AUC
11,XGBoost,0.9992695175772333,0.9970642201834863,1.0,0.9985299522234473,0.9999999553044447,0.9999998645055751
11,Autoencoder,0.9736113224775529,0.9603134479271992,0.9321555637345111,0.9460250264583203,0.9971876215719104,0.9917821093281869
11,Hybrid,0.9992695175772333,0.9970642201834863,1.0,0.9985299522234473,0.9999999553044447,0.9999998645055751
12,XGBoost,0.9872405173350722,0.2248062015503876,0.02629193109700816,0.04707792207792208,0.7200166537647229,0.061209754137932434
12,Autoencoder,0.980643408325182,0.002932551319648094,0.001813236627379873,0.002240896358543417,0.5289670619813195,0.011538040038844944
12,Hybrid,0.9873165960221715,0.22413793103448276,0.02357207615593835,0.04265791632485644,0.7200163844928905,0.061182753370250045
13,XGBoost,0.9562519964507542,0.9670828603859251,0.445935960591133,0.610405208925975,0.9893987777106618,0.8984196195465705
13,Autoencoder,0.9064205856255546,0.0022532037741163215,0.0004926108374384236,0.0008084687097344686,0.6088889239314017,0.08708723194468113
13,Hybrid,0.9562638272700384,0.967843294558096,0.4457204433497537,0.6103545680677938,0.9893987109488217,0.8984179600612944
